# target,RA,Dec,band(s),freq [GHz],start,stop,I flux [mJy],I error [mJy],Q flux [mJy],Q error [mJy],U flux [mJy],U error [mJy],Pol.Frac,PF low lim,PF high lim,Pol.Ang [deg],PA low lim,PA high lim
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,545+857,745.007,2011-04-30,2011-05-01,384.9,28.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,70+100,98.984,2011-09-10,2011-09-18,1183.9,13.8,97.4,21.3,44.3,19.8,0.0887,0.0580,0.1220,12.236,2.059,22.891
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+217,173.744,2011-09-26,2011-10-27,964.3,8.0,70.8,11.9,40.9,11.9,0.0839,0.0629,0.1066,15.013,7.265,22.834
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,217+353,243.756,2011-10-04,2011-10-21,861.5,9.5,54.0,14.8,37.7,15.5,0.0743,0.0442,0.1088,17.432,4.248,30.290
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+217,161.610,2011-10-29,2011-10-31,987.2,13.0,51.0,25.2,59.1,24.8,0.0753,0.0282,0.1284,24.600,6.477,43.494
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,217+353,327.466,2011-10-04,2011-10-20,770.5,8.1,27.9,23.9,54.5,22.6,0.0719,0.0315,0.1287,31.451,7.381,52.798
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44,32.108,2011-11-12,2011-11-16,1286.0,34.4,166.4,52.7,-15.4,45.4,0.1251,0.0522,0.2085,-2.651,-18.750,13.905
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70,60.123,2011-11-04,2011-11-12,1259.9,55.0,198.2,97.6,4.1,66.6,0.1482,0.0131,0.3027,0.586,-30.046,27.830
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44,32.005,2012-03-21,2012-04-16,1401.1,35.7,76.7,52.5,-9.2,50.0,0.0410,0.0000,0.1536,-3.415,-93.352,86.516
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70,56.897,2012-03-24,2012-03-29,1143.3,64.2,-80.5,84.7,122.2,98.1,0.1014,0.0000,0.3505,61.691,-27.820,151.674
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44,31.544,2012-11-11,2012-11-16,1226.8,36.2,17.3,54.2,-28.3,47.3,0.0000,0.0000,0.1345,-29.269,-119.242,60.729
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70,62.283,2012-11-04,2012-11-11,1114.4,58.1,261.5,101.7,49.5,69.4,0.2303,0.0625,0.4283,5.358,-11.196,25.154
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44,32.194,2013-03-21,2013-04-16,914.4,35.9,21.0,49.4,66.6,50.2,0.0568,0.0000,0.2342,36.251,-53.603,126.107
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70,55.131,2013-03-25,2013-03-29,896.2,63.1,46.2,81.1,78.2,100.3,0.0253,0.0000,0.3899,29.716,-60.274,119.600
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70,69.580,2013-08-20,2013-09-09,696.0,42.6,-12.1,59.3,100.6,60.2,0.1180,0.0000,0.3885,48.422,-41.115,138.241
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,37.644,2009-08-19,2009-08-25,1518.3,34.6,116.5,51.4,84.4,46.6,0.0894,0.0315,0.1587,17.948,-1.121,39.140
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70+100,96.658,2009-08-17,2009-08-20,1514.3,21.2,54.6,29.7,62.8,34.2,0.0510,0.0124,0.0972,24.495,-1.708,46.173
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,70+100+217,164.539,2009-08-14,2009-08-16,1269.5,13.7,72.0,22.4,66.1,24.4,0.0749,0.0416,0.1119,21.283,7.935,33.486
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+217+353,175.739,2009-08-12,2009-08-13,1198.8,13.1,49.3,20.9,65.4,23.4,0.0660,0.0314,0.1045,26.495,10.707,40.784
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,37.945,2010-04-20,2010-04-24,1380.8,37.5,85.7,53.7,54.5,52.0,0.0638,0.0000,0.1806,16.239,-72.248,104.054
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70+100,93.601,2010-04-24,2010-04-26,1194.9,26.5,166.0,40.1,33.4,40.2,0.1379,0.0773,0.2062,5.683,-7.936,18.006
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,70+100+143,130.099,2010-05-01,2010-05-04,1045.5,14.6,107.9,27.2,58.1,26.0,0.1146,0.0687,0.1652,14.146,2.519,25.805
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+143+217,151.926,2010-04-26,2010-04-28,944.4,12.5,102.6,23.7,44.2,22.5,0.1159,0.0706,0.1656,11.646,0.776,22.618
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,143+217+353,181.487,2010-04-29,2010-04-29,871.3,13.4,47.5,29.4,50.2,26.6,0.0726,0.0174,0.1409,23.308,-0.880,51.024
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,217+353+545,278.876,2010-04-30,2010-05-01,709.7,21.8,62.7,51.6,7.3,47.5,0.0592,0.0000,0.2784,3.331,-86.625,93.324
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,353+545+857,596.358,2010-04-30,2010-05-01,444.5,26.0,51.5,74.1,59.8,87.7,0.0000,0.0000,0.6677,24.644,-65.303,114.639
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,37.292,2010-08-19,2010-08-25,1104.8,29.5,149.1,41.2,102.5,41.2,0.1592,0.0987,0.2273,17.253,4.804,30.105
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70+100,93.813,2010-08-17,2010-08-20,947.1,21.0,102.5,30.1,131.0,33.1,0.1727,0.1114,0.2385,25.976,15.725,35.799
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,70+100+143,127.462,2010-08-06,2010-08-09,881.0,12.7,109.6,22.6,105.1,24.5,0.1703,0.1227,0.2210,21.900,13.537,29.833
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+143+217,155.969,2010-08-14,2010-08-16,788.5,10.4,87.5,19.2,75.0,20.8,0.1440,0.0991,0.1929,20.287,10.883,29.375
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,38.172,2011-04-20,2011-04-24,1157.0,39.2,164.0,54.7,87.8,55.8,0.1541,0.0653,0.2571,14.082,-3.517,30.598
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,44+70+100,94.721,2011-04-24,2011-04-26,1081.4,24.6,68.1,35.6,25.3,38.0,0.0575,0.0000,0.1564,10.195,-28.557,45.343
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,70+100+143,130.505,2011-05-01,2011-05-04,1006.5,13.1,91.9,22.4,38.3,25.7,0.0957,0.0563,0.1404,11.323,-2.917,24.407
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+143+217,158.255,2011-04-26,2011-04-28,926.5,10.8,78.7,19.4,31.5,21.1,0.0887,0.0515,0.1313,10.920,-2.927,24.092
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,143+217+353,181.334,2011-04-28,2011-04-29,861.6,11.4,83.3,22.5,33.8,24.7,0.1004,0.0557,0.1534,11.039,-4.132,25.487
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,217+353+545,259.439,2011-04-30,2011-05-01,743.2,17.1,22.3,40.0,18.6,35.6,0.0000,0.0000,0.1719,19.889,-70.103,109.878
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,353+545+857,604.743,2011-04-30,2011-05-01,490.1,28.5,-8.4,89.3,-10.4,98.8,0.0000,0.0000,0.5295,-64.348,-154.340,25.624
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,70+100+217,172.417,2011-09-26,2011-10-27,977.9,8.0,61.6,11.9,41.5,12.0,0.0749,0.0538,0.0981,16.975,8.145,25.731
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+217+353,197.715,2011-10-04,2011-10-21,924.3,7.3,67.0,11.4,40.0,11.4,0.0835,0.0626,0.1061,15.412,7.676,23.263
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,100+217+353,294.615,2011-10-04,2011-10-20,797.9,7.1,36.7,15.5,51.0,15.0,0.0762,0.0451,0.1127,27.110,13.968,40.633
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,39.586,2011-11-04,2011-11-12,1285.2,30.8,175.7,46.8,-19.1,41.0,0.1337,0.0687,0.2073,-3.096,-16.414,10.467
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,36.699,2012-03-24,2012-03-29,1382.5,33.3,42.7,48.1,14.6,46.9,0.0087,0.0000,0.1261,9.443,-80.509,99.409
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,39.510,2012-11-04,2012-11-11,1190.1,31.9,63.9,47.6,0.8,41.7,0.0406,0.0000,0.1597,0.357,-89.549,90.150
PCCS2 143 G085.73+26.08 a.k.a. 4C 56.27 -- BL Lac - type object,276.0127,56.8478,30+44+70,36.163,2013-03-25,2013-03-29,932.1,33.5,22.7,45.4,113.6,48.1,0.1150,0.0219,0.2324,39.340,15.211,68.194
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2009-12-12,2009-12-15,2730.8,57.6,-39.2,80.8,-226.5,80.7,0.0788,0.0277,0.1404,-49.914,-71.369,-28.940
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2009-12-01,2009-12-15,2763.2,123.3,115.2,208.5,-152.3,161.6,0.0000,0.0000,0.2363,-26.442,-116.224,63.345
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2009-12-10,2009-12-13,3066.5,105.1,61.7,148.3,-363.1,146.3,0.1099,0.0277,0.2139,-40.180,-65.907,-15.202
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100,100.000,2009-12-09,2009-12-10,2635.9,34.4,20.8,48.7,-171.5,56.2,0.0628,0.0253,0.1055,-41.536,-57.719,-23.597
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,143,143.000,2009-12-03,2009-12-05,2154.7,21.1,-124.0,40.5,-41.2,40.4,0.0577,0.0244,0.0953,-80.806,-98.501,-63.582
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,217,217.000,2009-12-07,2009-12-09,1651.7,27.1,116.5,59.3,-47.1,52.9,0.0677,0.0128,0.1412,-11.012,-44.423,14.398
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,353,353.000,2009-12-06,2009-12-07,1351.3,58.5,144.3,147.2,-97.3,158.7,0.0630,0.0000,0.4249,-17.003,-106.992,72.931
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,545,545.000,2009-12-05,2009-12-06,1014.6,80.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,857,857.000,2009-12-05,2009-12-06,681.2,55.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2010-05-31,2010-06-03,2855.8,59.1,1.8,83.9,-22.7,82.6,0.0000,0.0000,0.0781,-42.772,-132.758,47.165
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2010-05-31,2010-06-14,2851.1,127.5,-137.7,178.3,-197.6,218.7,0.0661,0.0000,0.2981,-62.443,-152.420,27.464
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2010-06-02,2010-06-05,2470.6,104.2,80.2,153.4,-154.7,141.4,0.0337,0.0000,0.2225,-31.298,-121.254,58.494
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100,100.000,2010-06-04,2010-06-06,1900.3,34.7,-97.6,50.6,14.4,53.0,0.0442,0.0000,0.1272,85.797,18.397,168.128
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,143,143.000,2010-06-10,2010-06-12,1410.2,20.2,40.4,39.9,-21.2,40.2,0.0145,0.0000,0.1029,-13.843,-103.841,75.809
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,217,217.000,2010-06-06,2010-06-07,1147.9,25.4,79.0,58.8,47.7,60.2,0.0618,0.0000,0.2181,15.574,-74.366,105.439
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,353,353.000,2010-06-08,2010-06-08,827.2,58.0,216.4,154.0,-122.9,157.4,0.2458,0.0000,0.8657,-14.802,-103.989,75.122
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,545,545.000,2010-06-09,2010-06-09,517.7,77.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,857,857.000,2010-06-09,2010-06-09,531.2,61.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2010-12-12,2010-12-15,2812.4,46.7,-2.3,61.9,18.1,73.9,0.0000,0.0000,0.0729,48.587,-41.408,138.577
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2010-12-01,2010-12-15,2225.8,131.7,2.9,205.3,18.5,183.2,0.0000,0.0000,0.2490,40.481,-49.480,130.459
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2010-12-10,2010-12-13,2121.4,114.2,-4.7,155.4,-80.7,166.1,0.0000,0.0000,0.2355,-46.672,-136.645,43.316
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100,100.000,2010-12-09,2010-12-10,1674.6,34.4,-2.8,52.3,43.2,51.6,0.0000,0.0000,0.1027,46.854,-43.090,136.843
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,143,143.000,2010-12-03,2010-12-05,1234.2,22.6,-18.3,47.0,74.3,42.9,0.0485,0.0000,0.1543,51.898,-33.449,141.846
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,217,217.000,2010-12-07,2010-12-09,938.2,27.8,-34.9,62.5,38.8,56.3,0.0000,0.0000,0.2062,65.971,-24.003,155.962
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,353,353.000,2010-12-06,2010-12-07,642.2,59.5,-105.1,146.4,19.1,158.7,0.0000,0.0000,0.7882,84.848,-5.100,174.755
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,545,545.000,2010-12-05,2010-12-06,549.2,73.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,857,857.000,2010-12-05,2010-12-06,470.4,55.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2011-05-31,2011-06-03,2749.0,55.9,53.0,74.0,-210.1,84.1,0.0741,0.0203,0.1374,-37.919,-59.367,-14.905
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2011-05-31,2011-06-14,2016.4,118.5,-117.1,165.5,109.8,206.2,0.0000,0.0000,0.3185,68.412,-21.554,158.041
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2011-06-02,2011-06-05,2017.1,121.3,-96.2,165.3,-449.1,176.0,0.2123,0.0578,0.4043,-51.043,-74.602,-28.630
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100,100.000,2011-06-04,2011-06-06,1537.3,31.6,80.4,45.6,-32.8,50.2,0.0473,0.0000,0.1431,-11.089,-100.547,77.938
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,143,143.000,2011-06-10,2011-06-12,1133.0,20.9,43.0,40.8,-33.1,41.2,0.0285,0.0000,0.1351,-18.778,-108.581,70.975
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,217,217.000,2011-06-06,2011-06-06,841.9,39.3,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,545,545.000,2011-06-09,2011-06-09,475.0,77.6,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,857,857.000,2011-06-09,2011-06-09,273.4,74.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2011-12-05,2011-12-07,2442.5,81.4,50.6,108.8,-30.5,115.4,0.0000,0.0000,0.1357,-15.518,-105.484,74.447
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2011-11-30,2011-12-06,1759.4,181.0,-2.1,324.8,186.6,286.2,0.0000,0.0000,0.6390,45.322,-44.671,135.320
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2011-12-04,2011-12-05,1317.9,150.5,-212.7,196.4,-161.2,232.1,0.1194,0.0000,0.6724,-71.416,-161.337,18.299
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100,100.000,2011-12-04,2011-12-04,1134.7,47.2,-7.4,69.6,-172.0,73.2,0.1386,0.0280,0.2763,-46.228,-76.542,-22.078
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,143,143.000,2011-12-01,2011-12-02,850.4,32.9,-72.0,63.5,90.8,64.2,0.1182,0.0000,0.3550,64.206,-24.771,153.979
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,217,217.000,2011-12-03,2011-12-04,669.7,37.9,12.6,74.8,-40.0,76.2,0.0000,0.0000,0.3488,-36.240,-126.229,53.754
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,353,353.000,2011-12-03,2011-12-03,430.4,87.4,40.0,212.7,-154.4,219.1,0.0000,0.0000,1.0000,-37.737,-127.634,52.246
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,545,545.000,2011-12-02,2011-12-02,281.5,108.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,857,857.000,2011-12-02,2011-12-02,406.1,95.7,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2012-06-18,2012-06-20,2578.9,53.1,6.7,74.1,-296.7,71.1,0.1115,0.0638,0.1644,-44.355,-58.255,-30.614
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2012-06-18,2012-06-30,2169.2,122.1,-173.3,225.0,30.2,180.2,0.0000,0.0000,0.3642,85.052,-4.825,175.013
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2012-06-20,2012-06-22,1624.1,123.7,156.9,179.6,-192.2,169.0,0.1100,0.0000,0.4595,-25.389,-115.320,64.479
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2012-12-13,2012-12-15,2597.6,66.9,57.0,88.4,-118.0,101.5,0.0358,0.0000,0.1507,-32.104,-122.041,57.559
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2012-12-06,2012-12-14,2417.2,151.3,-380.8,246.3,-8.4,230.2,0.1263,0.0000,0.4564,-89.366,-178.821,-0.713
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2012-12-12,2012-12-13,1982.7,153.9,-8.4,210.5,-251.3,222.3,0.0695,0.0000,0.4221,-45.957,-135.893,44.005
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30,30.000,2013-06-18,2013-06-21,2145.4,56.7,0.8,77.5,-229.6,82.4,0.1007,0.0345,0.1778,-44.902,-65.054,-23.495
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44,44.000,2013-06-18,2013-06-30,1856.5,140.4,150.7,233.6,57.9,186.6,0.0000,0.0000,0.4283,10.518,-79.451,100.469
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70,70.000,2013-06-20,2013-06-23,1486.7,121.3,106.3,167.0,118.8,172.1,0.0000,0.0000,0.4288,24.091,-65.777,113.987
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30+44,32.502,2009-12-01,2009-12-15,2735.8,51.6,-21.1,74.9,-217.3,70.9,0.0750,0.0297,0.1287,-47.775,-67.053,-27.770
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44+70,59.078,2009-12-10,2009-12-13,2952.7,80.2,65.9,119.2,-276.7,107.8,0.0872,0.0273,0.1673,-38.301,-62.295,-13.432
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70+100,97.014,2009-12-09,2009-12-10,2671.7,32.5,24.2,46.0,-197.3,51.8,0.0723,0.0385,0.1109,-41.503,-54.347,-27.545
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100+143,131.571,2009-12-03,2009-12-05,2256.3,17.5,-52.9,29.6,-87.3,31.6,0.0433,0.0191,0.0710,-60.616,-77.857,-44.693
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,143+217,170.586,2009-12-07,2009-12-09,1924.5,16.0,-55.5,32.0,-45.9,30.8,0.0340,0.0000,0.0837,-70.205,-99.718,-40.490
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,217+353,240.629,2009-12-06,2009-12-07,1587.5,24.4,116.2,54.1,-51.5,49.0,0.0728,0.0189,0.1408,-11.954,-39.895,10.380
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,353+545,419.681,2009-12-05,2009-12-06,1198.2,45.5,125.1,129.3,-87.0,139.3,0.0619,0.0000,0.4205,-17.408,-107.397,72.526
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,545+857,755.744,2009-12-05,2009-12-06,786.6,44.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,30+44,32.518,2010-05-31,2010-06-14,2855.2,53.3,-19.7,74.5,-37.4,76.4,0.0000,0.0000,0.0814,-58.906,-148.891,31.032
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,44+70,59.428,2010-06-02,2010-06-05,2587.3,79.3,-29.2,110.9,-153.5,117.7,0.0442,0.0000,0.1853,-50.387,-140.046,39.269
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,70+100,97.270,2010-06-04,2010-06-06,1944.3,32.1,-70.8,47.3,-17.3,48.0,0.0275,0.0000,0.0999,-83.148,-172.876,5.521
PCCS2 143 G085.95-18.78 a.k.a. 4C 31.63 -- BL Lac - type object,330.8170,31.7601,100+143,131.674,2010-06-10,2010-06-12,1510.9,17.0,-19.6,29.1,-11.5,29.9,0.0000,0.0000,0.0612,-74.777,-164.751,15.205
